"Indikator","Ausprägung","Jahr","Raumbezug","Indikatorwert","Basiswert.1","Basiswert.2","Basiswert.3","Basiswert.4","Basiswert.5","Name.Basiswert.1","Name.Basiswert.2","Name.Basiswert.3","Name.Basiswert.4","Name.Basiswert.5"
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2022,"01 Altstadt - Lehel",57.4,214,373,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2022,"02 Ludwigsvorstadt - Isarvorstadt",50.2,407,811,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2022,"03 Maxvorstadt",69.8,655,939,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2022,"04 Schwabing - West",54,705,1306,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2022,"05 Au - Haidhausen",54.5,697,1278,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2022,"06 Sendling",62.5,484,775,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2022,"07 Sendling - Westpark",69.4,931,1341,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2022,"08 Schwanthalerhöhe",70,452,646,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2022,"09 Neuhausen - Nymphenburg",58.9,1246,2116,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2022,"10 Moosach",73.5,955,1300,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2022,"11 Milbertshofen - Am Hart",81.2,1429,1759,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2022,"12 Schwabing - Freimann",67.7,1200,1772,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2022,"13 Bogenhausen",56.3,1256,2231,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2022,"14 Berg am Laim",76.2,846,1110,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2022,"15 Trudering - Riem",56.9,1543,2710,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2022,"16 Ramersdorf - Perlach",76.6,2579,3366,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2022,"17 Obergiesing - Fasangarten",68,721,1060,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2022,"18 Untergiesing - Harlaching",50.4,557,1105,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2022,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",61.1,1382,2262,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2022,"20 Hadern",63.1,830,1316,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2022,"21 Pasing - Obermenzing",49.8,1088,2183,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2022,"22 Aubing - Lochhausen - Langwied",67.7,913,1349,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2022,"23 Allach - Untermenzing",51.5,538,1044,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2022,"24 Feldmoching - Hasenbergl",66.3,1224,1846,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2022,"25 Laim",67.6,742,1098,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2021,"Stadt München",61.7,21676,35121,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2021,"01 Altstadt - Lehel",52.1,186,357,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2021,"02 Ludwigsvorstadt - Isarvorstadt",50.1,400,798,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2021,"03 Maxvorstadt",60.7,395,651,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2021,"04 Schwabing - West",53.9,669,1242,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2021,"05 Au - Haidhausen",52.6,649,1233,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2021,"06 Sendling",61.8,444,719,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2021,"07 Sendling - Westpark",68.7,881,1283,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2021,"08 Schwanthalerhöhe",69.8,402,576,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2021,"09 Neuhausen - Nymphenburg",60.1,1169,1945,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2021,"10 Moosach",72.1,915,1269,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2021,"11 Milbertshofen - Am Hart",81.6,1415,1734,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2021,"12 Schwabing - Freimann",65.6,1115,1699,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2021,"13 Bogenhausen",55.3,1157,2094,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2021,"14 Berg am Laim",73.8,760,1030,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2021,"15 Trudering - Riem",55.4,1453,2625,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2021,"16 Ramersdorf - Perlach",74.4,2416,3249,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2021,"17 Obergiesing - Fasangarten",65.2,683,1048,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2021,"18 Untergiesing - Harlaching",48.1,510,1061,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2021,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",57.8,1224,2118,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2021,"20 Hadern",62.1,801,1289,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2021,"21 Pasing - Obermenzing",45.7,922,2017,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2021,"22 Aubing - Lochhausen - Langwied",64.8,841,1298,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2021,"23 Allach - Untermenzing",48,455,947,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2021,"24 Feldmoching - Hasenbergl",63.8,1144,1793,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2021,"25 Laim",64.1,670,1046,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2020,"Stadt München",60.5,20856,34456,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2020,"01 Altstadt - Lehel",51.7,184,356,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2020,"02 Ludwigsvorstadt - Isarvorstadt",54.3,436,803,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2020,"03 Maxvorstadt",56,335,598,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2020,"04 Schwabing - West",54.3,664,1222,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2020,"05 Au - Haidhausen",51.8,591,1140,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2020,"06 Sendling",60.9,426,700,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2020,"07 Sendling - Westpark",65.2,837,1284,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2020,"08 Schwanthalerhöhe",69.2,406,587,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2020,"09 Neuhausen - Nymphenburg",60.6,1140,1880,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2020,"10 Moosach",69.5,875,1259,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2020,"11 Milbertshofen - Am Hart",79.8,1403,1758,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2020,"12 Schwabing - Freimann",64,1026,1604,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2020,"13 Bogenhausen",51.9,1057,2037,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2020,"14 Berg am Laim",73,742,1017,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2020,"15 Trudering - Riem",54.5,1406,2580,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2020,"16 Ramersdorf - Perlach",73.1,2299,3147,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2020,"17 Obergiesing - Fasangarten",64.8,666,1027,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2020,"18 Untergiesing - Harlaching",46.1,491,1065,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2020,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",56.5,1202,2129,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2020,"20 Hadern",60.9,757,1243,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch und nichtdeutsch 15 bis 17 Jahre",2020,"21 Pasing - Obermenzing",45.1,909,2014,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch und nichtdeutsch) (15 bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch und nichtdeutsch) (15 bis 17 Jahre)",NA,NA,NA
